Feature,Label,mean,median,std,min,max
Avg Bwd Segment Size,Heartbleed,3838.72314453125,3773.303955078125,188.9033966064453,3699.312744140625,4370.6865234375
Fwd Header Length.1,BENIGN,294.4481,64.0,20162.6878,-11.0,4290372.0
Fwd Header Length.1,DoS GoldenEye,195.8266,232.0,100.483,64.0,696.0
Fwd Header Length.1,DoS Hulk,199.3131,200.0,70.2872,20.0,520.0
Fwd Header Length.1,DoS Slowhttptest,225.4338,280.0,119.724,32.0,744.0
Fwd Header Length.1,DoS slowloris,228.537,120.0,186.9226,32.0,536.0
Fwd Header Length.1,Heartbleed,82682.1818,89356.0,21187.8987,18880.0,89772.0
Subflow Fwd Packets,BENIGN,12.4536,2.0,963.2281,1.0,203943.0
Subflow Fwd Packets,DoS GoldenEye,5.9071,7.0,3.0077,2.0,21.0
Subflow Fwd Packets,DoS Hulk,6.3633,6.0,2.0249,1.0,16.0
Subflow Fwd Packets,DoS Slowhttptest,5.9824,7.0,3.2374,1.0,23.0
Subflow Fwd Packets,DoS slowloris,6.743,3.0,5.7668,1.0,16.0
Subflow Fwd Packets,Heartbleed,2583.7273,2792.0,662.0937,590.0,2805.0
Subflow Fwd Bytes,BENIGN,733.9353,70.0,7935.5336,0.0,1224076.0
Subflow Fwd Bytes,DoS GoldenEye,418.7148,377.0,526.4885,0.0,6910.0
Subflow Fwd Bytes,DoS Hulk,376.0923,354.0,243.4512,0.0,3489.0
Subflow Fwd Bytes,DoS Slowhttptest,435.6396,0.0,1096.9966,0.0,5720.0
Subflow Fwd Bytes,DoS slowloris,871.8318,16.0,1165.8846,0.0,3146.0
Subflow Fwd Bytes,Heartbleed,12509.7273,12264.0,3590.8102,7442.0,20858.0
Subflow Bwd Packets,BENIGN,14.411,2.0,1268.8443,0.0,272353.0
Subflow Bwd Packets,DoS GoldenEye,3.7166,5.0,2.4205,0.0,9.0
Subflow Bwd Packets,DoS Hulk,5.6202,6.0,1.8709,0.0,11.0
Subflow Bwd Packets,DoS Slowhttptest,0.9556,0.0,1.3087,0.0,12.0
Subflow Bwd Packets,DoS slowloris,1.7055,2.0,1.296,0.0,11.0
Subflow Bwd Packets,Heartbleed,1897.1818,2069.0,497.1436,436.0,2130.0
Subflow Bwd Bytes,BENIGN,23580.1372,154.0,2888910.4051,0.0,627046409.0
Subflow Bwd Bytes,DoS GoldenEye,6565.7823,4154.0,5202.8764,0.0,11680.0
Subflow Bwd Bytes,DoS Hulk,10388.4569,11595.0,3540.4064,0.0,13043.0
Subflow Bwd Bytes,DoS Slowhttptest,118.3697,0.0,495.5002,0.0,12777.0
Subflow Bwd Bytes,DoS slowloris,21.888,0.0,279.483,0.0,14556.0
Subflow Bwd Bytes,Heartbleed,7276360.6364,7878135.0,1872960.0897,1636683.0,7882432.0
Init_Win_bytes_forward,BENIGN,6502.6887,63.0,13152.6042,-1.0,65535.0
Init_Win_bytes_forward,DoS GoldenEye,21014.9227,29200.0,12999.5502,227.0,29200.0
Init_Win_bytes_forward,DoS Hulk,2613.524,251.0,8070.5787,0.0,29200.0
Init_Win_bytes_forward,DoS Slowhttptest,23592.1188,29200.0,11447.2301,229.0,29200.0
Init_Win_bytes_forward,DoS slowloris,21037.8095,29200.0,13029.9691,229.0,29200.0
Init_Win_bytes_forward,Heartbleed,2899.2727,235.0,8723.1208,235.0,29200.0
Init_Win_bytes_backward,BENIGN,2301.0814,-1.0,9253.7553,-1.0,65535.0
Init_Win_bytes_backward,DoS GoldenEye,167.9464,235.0,106.5042,-1.0,239.0
Init_Win_bytes_backward,DoS Hulk,264.1098,235.0,1095.6041,-1.0,28960.0
Init_Win_bytes_backward,DoS Slowhttptest,1667.0937,-1.0,6591.4641,-1.0,28960.0
Init_Win_bytes_backward,DoS slowloris,944.0325,0.0,4904.5506,-1.0,29200.0
Init_Win_bytes_backward,Heartbleed,276.4545,235.0,57.5158,235.0,349.0
act_data_pkt_fwd,BENIGN,9.2893,1.0,922.0119,0.0,197124.0
act_data_pkt_fwd,DoS GoldenEye,0.9978,1.0,1.189,0.0,11.0
act_data_pkt_fwd,DoS Hulk,1.755,1.0,1.0849,0.0,10.0
act_data_pkt_fwd,DoS Slowhttptest,1.0981,0.0,2.3829,0.0,15.0
act_data_pkt_fwd,DoS slowloris,4.037,1.0,4.9518,0.0,11.0
act_data_pkt_fwd,Heartbleed,111.4545,120.0,28.6962,25.0,123.0
min_seg_size_forward,BENIGN,26.0925,20.0,6.4635,-1.0,60.0
min_seg_size_forward,DoS GoldenEye,32.0016,32.0,0.1115,32.0,40.0
min_seg_size_forward,DoS Hulk,26.0049,32.0,6.0,20.0,32.0
min_seg_size_forward,DoS Slowhttptest,36.277,40.0,4.0251,20.0,40.0
min_seg_size_forward,DoS slowloris,34.4074,32.0,3.6999,20.0,40.0
min_seg_size_forward,Heartbleed,32.0,32.0,0.0,32.0,32.0
Active Mean,BENIGN,78151.3984375,0.0,619621.0492,0.0,100000000.0
Active Mean,DoS GoldenEye,206837.59375,754.5,903800.5609,0.0,13700000.0
Active Mean,DoS Hulk,4024.3056640625,999.0,11683.2778,0.0,1509321.0
Active Mean,DoS Slowhttptest,4108475.5,7005122.5,3322899.7535,0.0,7016793.0
Active Mean,DoS slowloris,1305015.0,53.0,1901149.9688,0.0,9418959.0
Active Mean,Heartbleed,201.54539489746094,0.0,668.4507,0.0,2217.0
Active Std,BENIGN,53379.17578125,0.0,482658.7945,0.0,74200000.0
Active Std,DoS GoldenEye,24256.66796875,0.0,343500.1326,0.0,6656791.0
Active Std,DoS Hulk,211.67739868164062,0.0,14169.592,0.0,2121975.0
Active Std,DoS Slowhttptest,229236.296875,0.0,1159499.1609,0.0,9587555.0
Active Std,DoS slowloris,1717549.75,0.0,2536085.1219,0.0,6668051.5
Active Std,Heartbleed,0.0,0.0,0.0,0.0,0.0
Active Max,BENIGN,177176.6499,0.0,1161567.5479,0.0,105000000.0
Active Max,DoS GoldenEye,223989.6509,754.5,1004677.3894,0.0,13700000.0
Active Max,DoS Hulk,4173.9843,999.0,20927.9267,0.0,3004642.0
Active Max,DoS Slowhttptest,4265317.5838,7006173.5,3457195.8314,0.0,13600000.0
Active Max,DoS slowloris,2519505.9961,53.0,3611561.2588,0.0,9430525.0
Active Max,Heartbleed,201.5455,0.0,668.4507,0.0,2217.0
Active Min,BENIGN,48435.9665,0.0,497401.8265,0.0,100000000.0
Active Min,DoS GoldenEye,189685.5431,750.0,861583.7687,0.0,13700000.0
Active Min,DoS Hulk,3874.6272,999.0,5983.0751,0.0,221017.0
Active Min,DoS Slowhttptest,3912046.1318,7005122.5,3414005.3562,0.0,7016793.0
Active Min,DoS slowloris,90523.9172,52.0,785554.221,0.0,9418959.0
Active Min,Heartbleed,201.5455,0.0,668.4507,0.0,2217.0
Idle Mean,BENIGN,4412791.5,0.0,15161830.4094,0.0,119999992.0
Idle Mean,DoS GoldenEye,18733998.0,6549189.0,29039619.9735,0.0,119999992.0
Idle Mean,DoS Hulk,75001952.0,85600000.0,36566570.5653,0.0,118000008.0
Idle Mean,DoS Slowhttptest,31048398.0,18700000.0,37807998.5756,0.0,110000000.0
Idle Mean,DoS slowloris,29397484.0,19200000.0,40092728.3455,0.0,118999992.0
Idle Mean,Heartbleed,456816.75,0.0,1515089.6823,0.0,5024984.0
Idle Std,BENIGN,163870.140625,0.0,2039995.154,0.0,76900000.0
Idle Std,DoS GoldenEye,52931.15625,0.0,707447.452,0.0,20700000.0
Idle Std,DoS Hulk,1083484.75,0.0,7935434.047,0.0,60800000.0
Idle Std,DoS Slowhttptest,7148570.0,12200000.0,6245208.2879,0.0,20700000.0
Idle Std,DoS slowloris,6521227.5,0.0,10322935.7007,0.0,71700000.0
Idle Std,Heartbleed,0.0,0.0,0.0,0.0,0.0
Idle Max,BENIGN,4537221.3551,0.0,15469138.3151,0.0,120000000.0
Idle Max,DoS GoldenEye,18792641.4008,6550254.5,29048103.6972,0.0,120000000.0
Idle Max,DoS Hulk,75768069.264,85900000.0,36641671.0808,0.0,118000000.0
Idle Max,DoS Slowhttptest,39283687.0813,32100000.0,35831807.4238,0.0,110000000.0
Idle Max,DoS slowloris,39878096.7317,51300000.0,40607034.8816,0.0,119000000.0
Idle Max,Heartbleed,456816.7273,0.0,1515089.6823,0.0,5024984.0
Idle Min,BENIGN,4242233.4252,0.0,15008436.7123,0.0,120000000.0
Idle Min,DoS GoldenEye,18688661.7243,6539618.5,29052524.849,0.0,120000000.0
Idle Min,DoS Hulk,74235202.4345,85600000.0,37345124.3319,0.0,118000000.0
Idle Min,DoS Slowhttptest,24862301.4401,8015913.0,40148020.3134,0.0,110000000.0
Idle Min,DoS slowloris,24741860.5835,5770253.0,41586314.0639,0.0,119000000.0
Idle Min,Heartbleed,456816.7273,0.0,1515089.6823,0.0,5024984.0
